!version date: 2019/06/01 14:44:40
!description: Mapping of GO terms to Pfam entries. This mapping is generated from data supplied by InterPro for the InterPro2GO mapping.
!external resources: http://www.ebi.ac.uk/interpro, http://pfam.sanger.ac.uk/
!citation: Mitchell et al. (2015) Nucl. Acids Res. 43 :D213-D221
!contact:interhelp@ebi.ac.uk
!
Pfam:PF00001 7tm_1 > GO:G protein-coupled receptor signaling pathway ; GO:0007186
Pfam:PF00233 PDEase_I > GO:signal transduction ; GO:0007165
Pfam:PF00237 Ribosomal_L22 > GO:translation ; GO:0006412
Pfam:PF00238 Ribosomal_L14 > GO:translation ; GO:0006412
Pfam:PF00239 Resolvase > GO:DNA recombination ; GO:0006310
Pfam:PF00242 DNA_pol_viral_N > GO:DNA replication ; GO:0006260
Pfam:PF00246 Peptidase_M14 > GO:proteolysis ; GO:0006508
Pfam:PF00250 Forkhead > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00252 Ribosomal_L16 > GO:translation ; GO:0006412
Pfam:PF00253 Ribosomal_S14 > GO:translation ; GO:0006412
Pfam:PF00255 GSHPx > GO:response to oxidative stress ; GO:0006979
Pfam:PF00255 GSHPx > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00257 Dehydrin > GO:response to water ; GO:0009415
Pfam:PF00260 Protamine_P1 > GO:spermatogenesis ; GO:0007283
Pfam:PF00262 Calreticulin > GO:protein folding ; GO:0006457
Pfam:PF00263 Secretin > GO:protein secretion ; GO:0009306
Pfam:PF00267 Porin_1 > GO:transmembrane transport ; GO:0055085
Pfam:PF00268 Ribonuc_red_sm > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00269 SASP > GO:DNA topological change ; GO:0006265
Pfam:PF00272 Cecropin > GO:antibacterial humoral response ; GO:0019731
Pfam:PF00274 Glycolytic > GO:glycolytic process ; GO:0006096
Pfam:PF00276 Ribosomal_L23 > GO:translation ; GO:0006412
Pfam:PF00280 potato_inhibit > GO:response to wounding ; GO:0009611
Pfam:PF00282 Pyridoxal_deC > GO:carboxylic acid metabolic process ; GO:0019752
Pfam:PF00283 Cytochrom_B559 > GO:photosynthesis ; GO:0015979
Pfam:PF00284 Cytochrom_B559a > GO:photosynthesis ; GO:0015979
Pfam:PF00287 Na_K-ATPase > GO:potassium ion transport ; GO:0006813
Pfam:PF00287 Na_K-ATPase > GO:sodium ion transport ; GO:0006814
Pfam:PF00290 Trp_syntA > GO:tryptophan metabolic process ; GO:0006568
Pfam:PF00292 PAX > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00295 Glyco_hydro_28 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00296 Bac_luciferase > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00297 Ribosomal_L3 > GO:translation ; GO:0006412
Pfam:PF00298 Ribosomal_L11 > GO:translation ; GO:0006412
Pfam:PF00305 Lipoxygenase > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00306 ATP-synt_ab_C > GO:ATP synthesis coupled proton transport ; GO:0015986
Pfam:PF00311 PEPcase > GO:tricarboxylic acid cycle ; GO:0006099
Pfam:PF00311 PEPcase > GO:carbon fixation ; GO:0015977
Pfam:PF00312 Ribosomal_S15 > GO:translation ; GO:0006412
Pfam:PF00317 Ribonuc_red_lgN > GO:DNA replication ; GO:0006260
Pfam:PF00317 Ribonuc_red_lgN > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00318 Ribosomal_S2 > GO:translation ; GO:0006412
Pfam:PF00320 GATA > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00321 Thionin > GO:defense response ; GO:0006952
Pfam:PF00322 Endothelin > GO:regulation of vasoconstriction ; GO:0019229
Pfam:PF00323 Defensin_1 > GO:defense response ; GO:0006952
Pfam:PF00324 AA_permease > GO:transmembrane transport ; GO:0055085
Pfam:PF00325 Crp > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00326 Peptidase_S9 > GO:proteolysis ; GO:0006508
Pfam:PF00329 Complex1_30kDa > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00331 Glyco_hydro_10 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00332 Glyco_hydro_17 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00333 Ribosomal_S5 > GO:translation ; GO:0006412
Pfam:PF00340 IL1 > GO:inflammatory response ; GO:0006954
Pfam:PF00340 IL1 > GO:immune response ; GO:0006955
Pfam:PF00342 PGI > GO:gluconeogenesis ; GO:0006094
Pfam:PF00342 PGI > GO:glycolytic process ; GO:0006096
Pfam:PF00343 Phosphorylase > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00344 SecY > GO:protein transport ; GO:0015031
Pfam:PF00345 PapD_N > GO:cell wall organization ; GO:0071555
Pfam:PF00346 Complex1_49kDa > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00347 Ribosomal_L6 > GO:translation ; GO:0006412
Pfam:PF00348 polyprenyl_synt > GO:isoprenoid biosynthetic process ; GO:0008299
Pfam:PF00349 Hexokinase_1 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00351 Biopterin_H > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00352 TBP > GO:DNA-templated transcription, initiation ; GO:0006352
Pfam:PF00355 Rieske > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00356 LacI > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00358 PTS_EIIA_1 > GO:phosphoenolpyruvate-dependent sugar phosphotransferase system ; GO:0009401
Pfam:PF00360 PHY > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00360 PHY > GO:detection of visible light ; GO:0009584
Pfam:PF00360 PHY > GO:protein-chromophore linkage ; GO:0018298
Pfam:PF00365 PFK > GO:glycolytic process ; GO:0006096
Pfam:PF00366 Ribosomal_S17 > GO:translation ; GO:0006412
Pfam:PF00368 HMG-CoA_red > GO:coenzyme A metabolic process ; GO:0015936
Pfam:PF00368 HMG-CoA_red > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00370 FGGY_N > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00376 MerR > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00377 Prion > GO:protein homooligomerization ; GO:0051260
Pfam:PF00380 Ribosomal_S9 > GO:translation ; GO:0006412
Pfam:PF00384 Molybdopterin > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00387 PI-PLC-Y > GO:lipid metabolic process ; GO:0006629
Pfam:PF00387 PI-PLC-Y > GO:signal transduction ; GO:0007165
Pfam:PF00387 PI-PLC-Y > GO:intracellular signal transduction ; GO:0035556
Pfam:PF00389 2-Hacid_dh > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00390 malic > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00391 PEP-utilizers > GO:phosphorylation ; GO:0016310
Pfam:PF00392 GntR > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00393 6PGD > GO:pentose-phosphate shunt ; GO:0006098
Pfam:PF00393 6PGD > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00394 Cu-oxidase > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00403 HMA > GO:metal ion transport ; GO:0030001
Pfam:PF00404 Dockerin_1 > GO:polysaccharide catabolic process ; GO:0000272
Pfam:PF00407 Bet_v_1 > GO:defense response ; GO:0006952
Pfam:PF00408 PGM_PMM_IV > GO:organic substance metabolic process ; GO:0071704
Pfam:PF00410 Ribosomal_S8 > GO:translation ; GO:0006412
Pfam:PF00411 Ribosomal_S11 > GO:translation ; GO:0006412
Pfam:PF00413 Peptidase_M10 > GO:proteolysis ; GO:0006508
Pfam:PF00416 Ribosomal_S13 > GO:translation ; GO:0006412
Pfam:PF00419 Fimbrial > GO:cell adhesion ; GO:0007155
Pfam:PF00421 PSII > GO:photosynthetic electron transport chain ; GO:0009767
Pfam:PF00421 PSII > GO:photosynthesis, light reaction ; GO:0019684
Pfam:PF00423 HN > GO:viral life cycle ; GO:0019058
Pfam:PF00424 REV > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00426 VP4_haemagglut > GO:viral life cycle ; GO:0019058
Pfam:PF00427 PBS_linker_poly > GO:photosynthesis ; GO:0015979
Pfam:PF00430 ATP-synt_B > GO:ATP synthesis coupled proton transport ; GO:0015986
Pfam:PF00433 Pkinase_C > GO:protein phosphorylation ; GO:0006468
Pfam:PF00438 S-AdoMet_synt_N > GO:S-adenosylmethionine biosynthetic process ; GO:0006556
Pfam:PF00441 Acyl-CoA_dh_1 > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00443 UCH > GO:protein deubiquitination ; GO:0016579
Pfam:PF00444 Ribosomal_L36 > GO:translation ; GO:0006412
Pfam:PF00446 GnRH > GO:multicellular organism development ; GO:0007275
Pfam:PF00447 HSF_DNA-bind > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00448 SRP54 > GO:SRP-dependent cotranslational protein targeting to membrane ; GO:0006614
Pfam:PF00450 Peptidase_S10 > GO:proteolysis ; GO:0006508
Pfam:PF00451 Toxin_2 > GO:pathogenesis ; GO:0009405
Pfam:PF00452 Bcl-2 > GO:regulation of apoptotic process ; GO:0042981
Pfam:PF00453 Ribosomal_L20 > GO:translation ; GO:0006412
Pfam:PF00458 WHEP-TRS > GO:tRNA aminoacylation for protein translation ; GO:0006418
Pfam:PF00459 Inositol_P > GO:phosphatidylinositol phosphorylation ; GO:0046854
Pfam:PF00460 Flg_bb_rod > GO:bacterial-type flagellum-dependent cell motility ; GO:0071973
Pfam:PF00462 Glutaredoxin > GO:cell redox homeostasis ; GO:0045454
Pfam:PF00463 ICL > GO:carboxylic acid metabolic process ; GO:0019752
Pfam:PF00465 Fe-ADH > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00466 Ribosomal_L10 > GO:ribosome biogenesis ; GO:0042254
Pfam:PF00468 Ribosomal_L34 > GO:translation ; GO:0006412
Pfam:PF00471 Ribosomal_L33 > GO:translation ; GO:0006412
Pfam:PF00472 RF-1 > GO:translational termination ; GO:0006415
Pfam:PF00474 SSF > GO:transmembrane transport ; GO:0055085
Pfam:PF00475 IGPD > GO:histidine biosynthetic process ; GO:0000105
Pfam:PF00476 DNA_pol_A > GO:DNA replication ; GO:0006260
Pfam:PF00478 IMPDH > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00479 G6PD_N > GO:glucose metabolic process ; GO:0006006
Pfam:PF00479 G6PD_N > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00483 NTP_transferase > GO:biosynthetic process ; GO:0009058
Pfam:PF00486 Trans_reg_C > GO:phosphorelay signal transduction system ; GO:0000160
Pfam:PF00486 Trans_reg_C > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00487 FA_desaturase > GO:lipid metabolic process ; GO:0006629
Pfam:PF00488 MutS_V > GO:mismatch repair ; GO:0006298
Pfam:PF00489 IL6 > GO:immune response ; GO:0006955
Pfam:PF00490 ALAD > GO:tetrapyrrole biosynthetic process ; GO:0033014
Pfam:PF00493 MCM > GO:DNA replication initiation ; GO:0006270
Pfam:PF00499 Oxidored_q3 > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00502 Phycobilisome > GO:photosynthesis ; GO:0015979
Pfam:PF00503 G-alpha > GO:G protein-coupled receptor signaling pathway ; GO:0007186
Pfam:PF00507 Oxidored_q4 > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00508 PPV_E2_N > GO:regulation of DNA replication ; GO:0006275
Pfam:PF00508 PPV_E2_N > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00508 PPV_E2_N > GO:viral process ; GO:0016032
Pfam:PF00509 Hemagglutinin > GO:fusion of virus membrane with host plasma membrane ; GO:0019064
Pfam:PF00511 PPV_E2_C > GO:regulation of DNA replication ; GO:0006275
Pfam:PF00511 PPV_E2_C > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00512 HisKA > GO:signal transduction ; GO:0007165
Pfam:PF00519 PPV_E1_C > GO:DNA replication ; GO:0006260
Pfam:PF00520 Ion_trans > GO:ion transport ; GO:0006811
Pfam:PF00520 Ion_trans > GO:transmembrane transport ; GO:0055085
Pfam:PF00521 DNA_topoisoIV > GO:DNA topological change ; GO:0006265
Pfam:PF00522 VPR > GO:viral life cycle ; GO:0019058
Pfam:PF00523 Fusion_gly > GO:fusion of virus membrane with host plasma membrane ; GO:0019064
Pfam:PF00527 E7 > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00528 BPD_transp_1 > GO:transmembrane transport ; GO:0055085
Pfam:PF00529 HlyD > GO:transmembrane transport ; GO:0055085
Pfam:PF00531 Death > GO:signal transduction ; GO:0007165
Pfam:PF00538 Linker_histone > GO:nucleosome assembly ; GO:0006334
Pfam:PF00539 Tat > GO:positive regulation of viral transcription ; GO:0050434
Pfam:PF00541 Adeno_knob > GO:virion attachment to host cell ; GO:0019062
Pfam:PF00542 Ribosomal_L12 > GO:translation ; GO:0006412
Pfam:PF00543 P-II > GO:regulation of nitrogen utilization ; GO:0006808
Pfam:PF00547 Urease_gamma > GO:urea catabolic process ; GO:0043419
Pfam:PF00548 Peptidase_C3 > GO:proteolysis ; GO:0006508
Pfam:PF00551 Formyl_trans_N > GO:biosynthetic process ; GO:0009058
Pfam:PF00553 CBM_2 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00554 RHD_DNA_bind > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00555 Endotoxin_M > GO:pathogenesis ; GO:0009405
Pfam:PF00556 LHC > GO:photosynthesis, light reaction ; GO:0019684
Pfam:PF00558 Vpu > GO:viral release from host cell ; GO:0019076
Pfam:PF00558 Vpu > GO:receptor catabolic process ; GO:0032801
Pfam:PF00559 Vif > GO:viral life cycle ; GO:0019058
Pfam:PF00562 RNA_pol_Rpb2_6 > GO:transcription, DNA-templated ; GO:0006351
Pfam:PF00572 Ribosomal_L13 > GO:translation ; GO:0006412
Pfam:PF00573 Ribosomal_L4 > GO:translation ; GO:0006412
Pfam:PF00577 Usher > GO:pilus assembly ; GO:0009297
Pfam:PF00578 AhpC-TSA > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00579 tRNA-synt_1b > GO:tRNA aminoacylation for protein translation ; GO:0006418
Pfam:PF00584 SecE > GO:protein targeting ; GO:0006605
Pfam:PF00584 SecE > GO:intracellular protein transport ; GO:0006886
Pfam:PF00587 tRNA-synt_2b > GO:tRNA aminoacylation for protein translation ; GO:0006418
Pfam:PF00588 SpoU_methylase > GO:RNA processing ; GO:0006396
Pfam:PF00589 Phage_integrase > GO:DNA recombination ; GO:0006310
Pfam:PF00589 Phage_integrase > GO:DNA integration ; GO:0015074
Pfam:PF00599 Flu_M2 > GO:proton transmembrane transport ; GO:1902600
Pfam:PF00601 Flu_NS2 > GO:RNA export from nucleus ; GO:0006405
Pfam:PF00602 Flu_PB1 > GO:viral RNA genome replication ; GO:0039694
Pfam:PF00603 Flu_PA > GO:viral RNA genome replication ; GO:0039694
Pfam:PF00604 Flu_PB2 > GO:viral RNA genome replication ; GO:0039694
Pfam:PF00607 Gag_p24 > GO:viral process ; GO:0016032
Pfam:PF00608 Adeno_shaft > GO:virion attachment to host cell ; GO:0019062
Pfam:PF00609 DAGK_acc > GO:protein kinase C-activating G protein-coupled receptor signaling pathway ; GO:0007205
Pfam:PF00610 DEP > GO:intracellular signal transduction ; GO:0035556
Pfam:PF00616 RasGAP > GO:regulation of GTPase activity ; GO:0043087
Pfam:PF00617 RasGEF > GO:small GTPase mediated signal transduction ; GO:0007264
Pfam:PF00619 CARD > GO:regulation of apoptotic process ; GO:0042981
Pfam:PF00620 RhoGAP > GO:signal transduction ; GO:0007165
Pfam:PF00621 RhoGEF > GO:regulation of Rho protein signal transduction ; GO:0035023
Pfam:PF00623 RNA_pol_Rpb1_2 > GO:transcription, DNA-templated ; GO:0006351
Pfam:PF00624 Flocculin > GO:flocculation ; GO:0000128
Pfam:PF00631 G-gamma > GO:G protein-coupled receptor signaling pathway ; GO:0007186
Pfam:PF00636 Ribonuclease_3 > GO:RNA processing ; GO:0006396
Pfam:PF00637 Clathrin > GO:intracellular protein transport ; GO:0006886
Pfam:PF00637 Clathrin > GO:vesicle-mediated transport ; GO:0016192
Pfam:PF00638 Ran_BP1 > GO:intracellular transport ; GO:0046907
Pfam:PF00647 EF1G > GO:translational elongation ; GO:0006414
Pfam:PF00648 Peptidase_C2 > GO:proteolysis ; GO:0006508
Pfam:PF00649 Copper-fist > GO:regulation of transcription, DNA-templated ; GO:0006355
Pfam:PF00654 Voltage_CLC > GO:chloride transport ; GO:0006821
Pfam:PF00654 Voltage_CLC > GO:transmembrane transport ; GO:0055085
Pfam:PF00661 Matrix > GO:virion assembly ; GO:0019068
Pfam:PF00664 ABC_membrane > GO:transmembrane transport ; GO:0055085
Pfam:PF00665 rve > GO:DNA integration ; GO:0015074
Pfam:PF00667 FAD_binding_1 > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00669 Flagellin_N > GO:bacterial-type flagellum-dependent cell motility ; GO:0071973
Pfam:PF00672 HAMP > GO:signal transduction ; GO:0007165
Pfam:PF00680 RdRP_1 > GO:transcription, DNA-templated ; GO:0006351
Pfam:PF00693 Herpes_TK > GO:TMP biosynthetic process ; GO:0006230
Pfam:PF00695 vMSA > GO:viral process ; GO:0016032
Pfam:PF00697 PRAI > GO:tryptophan metabolic process ; GO:0006568
Pfam:PF00700 Flagellin_C > GO:bacterial-type flagellum-dependent cell motility ; GO:0071973
Pfam:PF00703 Glyco_hydro_2 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00704 Glyco_hydro_18 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00705 PCNA_N > GO:regulation of DNA replication ; GO:0006275
Pfam:PF00706 Toxin_4 > GO:regulation of signal transduction ; GO:0009966
Pfam:PF00707 IF3_C > GO:translational initiation ; GO:0006413
Pfam:PF00709 Adenylsucc_synt > GO:purine nucleotide biosynthetic process ; GO:0006164
Pfam:PF00711 Defensin_beta > GO:defense response ; GO:0006952
Pfam:PF00712 DNA_pol3_beta > GO:DNA replication ; GO:0006260
Pfam:PF00714 IFN-gamma > GO:immune response ; GO:0006955
Pfam:PF00715 IL2 > GO:immune response ; GO:0006955
Pfam:PF00716 Peptidase_S21 > GO:proteolysis ; GO:0006508
Pfam:PF00719 Pyrophosphatase > GO:phosphate-containing compound metabolic process ; GO:0006796
Pfam:PF00722 Glyco_hydro_16 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00724 Oxidored_FMN > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00725 3HCDH > GO:fatty acid metabolic process ; GO:0006631
Pfam:PF00725 3HCDH > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00727 IL4 > GO:immune response ; GO:0006955
Pfam:PF00728 Glyco_hydro_20 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00730 HhH-GPD > GO:base-excision repair ; GO:0006284
Pfam:PF00731 AIRC > GO:'de novo' IMP biosynthetic process ; GO:0006189
Pfam:PF00732 GMC_oxred_N > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00733 Asn_synthase > GO:asparagine biosynthetic process ; GO:0006529
Pfam:PF00734 CBM_1 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00736 EF1_GNE > GO:translational elongation ; GO:0006414
Pfam:PF00737 PsbH > GO:photosynthesis ; GO:0015979
Pfam:PF00737 PsbH > GO:protein stabilization ; GO:0050821
Pfam:PF00739 X > GO:viral genome replication ; GO:0019079
Pfam:PF00742 Homoserine_dh > GO:cellular amino acid metabolic process ; GO:0006520
Pfam:PF00742 Homoserine_dh > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00743 FMO-like > GO:oxidation-reduction process ; GO:0055114
Pfam:PF00745 GlutR_dimer > GO:tetrapyrrole biosynthetic process ; GO:0033014
